10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification (DOF DO No. 074.2024)","Urban / Rural
(based on 2020 CPH)", 2024 Population ,,Status
1300000000,National Capital Region (NCR),130000000,Reg,,,,,"14,001,751",,
1380100000,City of Caloocan,137501000,City,,HUC,1st,,"1,712,945",,
1380100001,Barangay 1,137501001,Bgy,,,,U,"2,356",,
1380100002,Barangay 2,137501002,Bgy,,,,U,"5,226",,
1380100003,Barangay 3,137501003,Bgy,,,,U,"2,544",,
1380100004,Barangay 4,137501004,Bgy,,,,U,"2,934",,
1380100005,Barangay 5,137501005,Bgy,,,,U,"2,893",,
1380100006,Barangay 6,137501006,Bgy,,,,U,"1,262",,
1380100007,Barangay 7,137501007,Bgy,,,,U,"2,642",,
1380100008,Barangay 8,137501008,Bgy,,,,U,"23,262",,
1380100009,Barangay 9,137501009,Bgy,,,,U,"1,842",,
1380100010,Barangay 10,137501010,Bgy,,,,U,"1,517",,
1380100011,Barangay 11,137501011,Bgy,,,,U,"1,889",,
1380100012,Barangay 12,137501012,Bgy,,,,U,"35,887",,
1380100013,Barangay 13,137501013,Bgy,,,,U,"1,290",,
1380100014,Barangay 14,137501014,Bgy,,,,U,"21,553",,
1380100015,Barangay 15,137501015,Bgy,,,,U,"1,452",,
1380100016,Barangay 16,137501016,Bgy,,,,U,"3,721",,
1380100017,Barangay 17,137501017,Bgy,,,,U,"3,553",,
1380100018,Barangay 18,137501018,Bgy,,,,U,"11,293",,
1380100019,Barangay 19,137501019,Bgy,,,,U,"3,742",,
1380100020,Barangay 20,137501020,Bgy,,,,U,"8,055",,
1380100021,Barangay 21,137501021,Bgy,,,,U,"2,896",,
1380100022,Barangay 22,137501022,Bgy,,,,U,"5,747",,
1380100023,Barangay 23,137501023,Bgy,,,,U,"2,841",,
1380100024,Barangay 24,137501024,Bgy,,,,U,"2,596",,
1380100025,Barangay 25,137501025,Bgy,,,,U,"1,651",,
1380100026,Barangay 26,137501026,Bgy,,,,U,"3,800",,
1380100027,Barangay 27,137501027,Bgy,,,,U,"4,280",,
1380100028,Barangay 28,137501028,Bgy,,,,U,"34,247",,
1380100029,Barangay 29,137501029,Bgy,,,,U,"1,628",,
1380100030,Barangay 30,137501030,Bgy,,,,U,"3,525",,
1380100031,Barangay 31,137501031,Bgy,,,,U,"3,809",,
1380100032,Barangay 32,137501032,Bgy,,,,U,"3,143",,
1380100033,Barangay 33,137501033,Bgy,,,,U,"5,676",,
1380100034,Barangay 34,137501034,Bgy,,,,U,"6,594",,
1380100035,Barangay 35,137501035,Bgy,,,,U,"23,716",,
1380100036,Barangay 36,137501036,Bgy,,,,U,"4,236",,
1380100037,Barangay 37,137501037,Bgy,,,,U,"2,955",,
1380100038,Barangay 38,137501038,Bgy,,,,U,"3,904",,
1380100039,Barangay 39,137501039,Bgy,,,,U,915,,
1380100040,Barangay 40,137501040,Bgy,,,,U,"1,000",,
1380100041,Barangay 41,137501041,Bgy,,,,U,938,,
1380100042,Barangay 42,137501042,Bgy,,,,U,743,,
1380100043,Barangay 43,137501043,Bgy,,,,U,"3,659",,
1380100044,Barangay 44,137501044,Bgy,,,,U,556,,
1380100045,Barangay 45,137501045,Bgy,,,,U,324,,
1380100046,Barangay 46,137501046,Bgy,,,,U,"1,479",,
1380100047,Barangay 47,137501047,Bgy,,,,U,570,,
1380100048,Barangay 48,137501048,Bgy,,,,U,848,,
1380100049,Barangay 49,137501049,Bgy,,,,U,"4,252",,
1380100050,Barangay 50,137501050,Bgy,,,,U,"1,042",,
1380100051,Barangay 51,137501051,Bgy,,,,U,777,,
1380100052,Barangay 52,137501052,Bgy,,,,U,"1,314",,
1380100053,Barangay 53,137501053,Bgy,,,,U,911,,
1380100054,Barangay 54,137501054,Bgy,,,,U,595,,
1380100055,Barangay 55,137501055,Bgy,,,,U,"1,497",,
1380100056,Barangay 56,137501056,Bgy,,,,U,"2,560",,
1380100057,Barangay 57,137501057,Bgy,,,,U,772,,
1380100058,Barangay 58,137501058,Bgy,,,,U,512,,
1380100059,Barangay 59,137501059,Bgy,,,,U,"3,990",,
1380100060,Barangay 60,137501060,Bgy,,,,U,"1,860",,
1380100061,Barangay 61,137501061,Bgy,,,,U,"1,018",,
1380100062,Barangay 62,137501062,Bgy,,,,U,264,,
1380100063,Barangay 63,137501063,Bgy,,,,U,"3,101",,
1380100064,Barangay 64,137501064,Bgy,,,,U,"1,628",,
1380100065,Barangay 65,137501065,Bgy,,,,U,"1,346",,
1380100066,Barangay 66,137501066,Bgy,,,,U,"2,348",,
1380100067,Barangay 67,137501067,Bgy,,,,U,"2,409",,
1380100068,Barangay 68,137501068,Bgy,,,,U,"1,149",,
1380100069,Barangay 69,137501069,Bgy,,,,U,"3,297",,
1380100070,Barangay 70,137501070,Bgy,,,,U,"4,544",,
1380100071,Barangay 71,137501071,Bgy,,,,U,939,,
1380100072,Barangay 72,137501072,Bgy,,,,U,129,,
1380100073,Barangay 73,137501073,Bgy,,,,U,"17,965",,
1380100074,Barangay 74,137501074,Bgy,,,,U,"3,950",,
1380100075,Barangay 75,137501075,Bgy,,,,U,"2,237",,
1380100076,Barangay 76,137501076,Bgy,,,,U, -   ,,
1380100077,Barangay 77,137501077,Bgy,,,,U,833,,
1380100078,Barangay 78,137501078,Bgy,,,,U,"2,110",,
1380100079,Barangay 79,137501079,Bgy,,,,U,725,,
1380100080,Barangay 80,137501080,Bgy,,,,U,"1,988",,
1380100081,Barangay 81,137501081,Bgy,,,,U,"2,025",,
1380100082,Barangay 82,137501082,Bgy,,,,U,"1,827",,
1380100083,Barangay 83,137501083,Bgy,,,,U,"1,302",,
1380100084,Barangay 84,137501084,Bgy,,,,U,"1,267",,
1380100085,Barangay 85,137501085,Bgy,,,,U,"1,028",,
1380100086,Barangay 86,137501086,Bgy,,,,U,"1,113",,
1380100087,Barangay 87,137501087,Bgy,,,,U,"1,454",,
1380100088,Barangay 88,137501088,Bgy,,,,U,"2,288",,
1380100089,Barangay 89,137501089,Bgy,,,,U,"1,074",,
1380100090,Barangay 90,137501090,Bgy,,,,U,"1,601",,
1380100091,Barangay 91,137501091,Bgy,,,,U,621,,
1380100092,Barangay 92,137501092,Bgy,,,,U,636,,
1380100093,Barangay 93,137501093,Bgy,,,,U,"3,300",,
1380100094,Barangay 94,137501094,Bgy,,,,U,806,,
1380100095,Barangay 95,137501095,Bgy,,,,U,"2,335",,
1380100096,Barangay 96,137501096,Bgy,,,,U,"1,420",,
1380100097,Barangay 97,137501097,Bgy,,,,U,"1,597",,
1380100098,Barangay 98,137501098,Bgy,,,,U,"1,828",,
1380100099,Barangay 99,137501099,Bgy,,,,U,731,,
1380100100,Barangay 100,137501100,Bgy,,,,U,"1,117",,
1380100101,Barangay 101,137501101,Bgy,,,,U,"2,640",,
1380100102,Barangay 102,137501102,Bgy,,,,U,"1,074",,
1380100103,Barangay 103,137501103,Bgy,,,,U,183,,
1380100104,Barangay 104,137501104,Bgy,,,,U,921,,
1380100105,Barangay 105,137501105,Bgy,,,,U,"2,301",,
1380100106,Barangay 106,137501106,Bgy,,,,U,372,,
1380100107,Barangay 107,137501107,Bgy,,,,U,732,,
1380100108,Barangay 108,137501108,Bgy,,,,U,683,,
1380100109,Barangay 109,137501109,Bgy,,,,U,766,,
1380100110,Barangay 110,137501110,Bgy,,,,U,452,,
1380100111,Barangay 111,137501111,Bgy,,,,U,"1,505",,
1380100112,Barangay 112,137501112,Bgy,,,,U,"1,192",,
1380100113,Barangay 113,137501113,Bgy,,,,U,230,,
1380100114,Barangay 114,137501114,Bgy,,,,U,"1,041",,
1380100115,Barangay 115,137501115,Bgy,,,,U,"1,194",,
1380100116,Barangay 116,137501116,Bgy,,,,U,"1,057",,
1380100117,Barangay 117,137501117,Bgy,,,,U,"1,819",,
1380100118,Barangay 118,137501118,Bgy,,,,U,"6,079",,
1380100119,Barangay 119,137501119,Bgy,,,,U,891,,
1380100120,Barangay 120,137501120,Bgy,,,,U,"8,584",,
1380100121,Barangay 121,137501121,Bgy,,,,U,283,,
1380100122,Barangay 122,137501122,Bgy,,,,U,"2,288",,
1380100123,Barangay 123,137501123,Bgy,,,,U,738,,
1380100124,Barangay 124,137501124,Bgy,,,,U,453,,
1380100125,Barangay 125,137501125,Bgy,,,,U,"1,306",,
1380100126,Barangay 126,137501126,Bgy,,,,U,"1,249",,
1380100127,Barangay 127,137501127,Bgy,,,,U,"2,440",,
1380100128,Barangay 128,137501128,Bgy,,,,U,"2,129",,
1380100129,Barangay 129,137501129,Bgy,,,,U,"1,612",,
1380100130,Barangay 130,137501130,Bgy,,,,U,"2,611",,
1380100131,Barangay 131,137501131,Bgy,,,,U,"2,271",,
1380100132,Barangay 132,137501132,Bgy,,,,U,"8,163",,
1380100133,Barangay 133,137501133,Bgy,,,,U,"5,690",,
1380100134,Barangay 134,137501134,Bgy,,,,U,"1,009",,
1380100135,Barangay 135,137501135,Bgy,,,,U,634,,
1380100136,Barangay 136,137501136,Bgy,,,,U,471,,
1380100137,Barangay 137,137501137,Bgy,,,,U,970,,
1380100138,Barangay 138,137501138,Bgy,,,,U,"1,612",,
1380100139,Barangay 139,137501139,Bgy,,,,U,"3,587",,
1380100140,Barangay 140,137501140,Bgy,,,,U,850,,
1380100141,Barangay 141,137501141,Bgy,,,,U,"3,383",,
1380100142,Barangay 142,137501142,Bgy,,,,U,"4,039",,
1380100143,Barangay 143,137501143,Bgy,,,,U,"3,556",,
1380100144,Barangay 144,137501144,Bgy,,,,U,"4,630",,
1380100145,Barangay 145,137501145,Bgy,,,,U,"4,886",,
1380100146,Barangay 146,137501146,Bgy,,,,U,"3,302",,
1380100147,Barangay 147,137501147,Bgy,,,,U,"3,828",,
1380100148,Barangay 148,137501148,Bgy,,,,U,"3,843",,
1380100149,Barangay 149,137501149,Bgy,,,,U,"5,457",,
1380100150,Barangay 150,137501150,Bgy,,,,U,"4,585",,
1380100151,Barangay 151,137501151,Bgy,,,,U,"5,377",,
1380100152,Barangay 152,137501152,Bgy,,,,U,"4,355",,
1380100153,Barangay 153,137501153,Bgy,,,,U,"3,827",,
1380100154,Barangay 154,137501154,Bgy,,,,U,"4,089",,
1380100155,Barangay 155,137501155,Bgy,,,,U,"3,712",,
1380100156,Barangay 156,137501156,Bgy,,,,U,"6,371",,
1380100157,Barangay 157,137501157,Bgy,,,,U,"3,194",,
1380100158,Barangay 158,137501158,Bgy,,,,U,"2,079",,
1380100159,Barangay 159,137501159,Bgy,,,,U,"5,645",,
1380100160,Barangay 160,137501160,Bgy,,,,U,"17,469",,
1380100161,Barangay 161,137501161,Bgy,,,,U,"10,010",,
1380100162,Barangay 162,137501162,Bgy,,,,U,"16,606",,
1380100163,Barangay 163,137501163,Bgy,,,,U,"15,645",,
1380100164,Barangay 164,137501164,Bgy,,,,U,"20,207",,
1380100165,Barangay 165,137501165,Bgy,,,,U,"27,597",,
1380100166,Barangay 166,137501166,Bgy,,,,U,"21,144",,
1380100167,Barangay 167,137501167,Bgy,,,,U,"58,357",,
1380100168,Barangay 168,137501168,Bgy,,,,U,"37,107",,
1380100169,Barangay 169,137501169,Bgy,,,,U,"5,057",,
1380100170,Barangay 170,137501170,Bgy,,,,U,"13,401",,
1380100171,Barangay 171,137501171,Bgy,,,,U,"116,013",,
1380100172,Barangay 172,137501172,Bgy,,,,U,"23,849",,
1380100173,Barangay 173,137501173,Bgy,,,,U,"15,702",,
1380100174,Barangay 174,137501174,Bgy,,,,U,"25,538",,
1380100175,Barangay 175,137501175,Bgy,,,,U,"74,760",,
1380100177,Barangay 177,137501177,Bgy,,,,U,"87,381",,
1380100178,Barangay 178,137501178,Bgy,,,,U,"112,582",,
1380100179,Barangay 179,137501179,Bgy,,,,U,"48,602",,
1380100180,Barangay 180,137501180,Bgy,,,,U,"19,513",,
1380100181,Barangay 181,137501181,Bgy,,,,U,"22,582",,
1380100182,Barangay 182,137501182,Bgy,,,,U,"9,621",,
1380100183,Barangay 183,137501183,Bgy,,,,U,"7,634",,
1380100184,Barangay 184,137501184,Bgy,,,,U,"3,139",,
1380100185,Barangay 185,137501185,Bgy,,,,U,"28,005",,
1380100186,Barangay 186,137501186,Bgy,,,,U,"26,285",,
1380100187,Barangay 187,137501187,Bgy,,,,U,"25,566",,
1380100188,Barangay 188,137501188,Bgy,,,,U,"33,787",,
1380100189,Barangay 176-A,,Bgy,Barangay 176,,,-,"48,719",,
1380100190,Barangay 176-B,,Bgy,Barangay 176,,,-,"43,135",,
1380100191,Barangay 176-C,,Bgy,Barangay 176,,,-,"39,837",,
1380100192,Barangay 176-D,,Bgy,Barangay 176,,,-,"50,940",,
1380100193,Barangay 176-E,,Bgy,Barangay 176,,,-,"53,341",,
1380100194,Barangay 176-F,,Bgy,Barangay 176,,,-,"30,953",,
1380200000,City of Las Piñas,137601000,City,,HUC,1st,,"615,549",,
1380200001,Almanza Uno,137601001,Bgy,,,,U,"33,683",,
1380200002,Daniel Fajardo,137601002,Bgy,,,,U,"10,719",,
1380200003,Elias Aldana,137601003,Bgy,,,,U,"11,758",,
1380200004,Ilaya,137601004,Bgy,,,,U,"7,287",,
1380200005,Manuyo Uno,137601005,Bgy,,,,U,"13,908",,
1380200006,Pamplona Uno,137601006,Bgy,,,,U,"19,658",,
1380200007,Pulang Lupa Uno,137601007,Bgy,,,,U,"36,908",,
1380200008,Talon Uno,137601008,Bgy,,,,U,"42,677",,
1380200009,Zapote,137601009,Bgy,,,,U,"19,994",,
1380200010,Almanza Dos,137601010,Bgy,,,,U,"36,679",,
1380200011,B. F. International Village,137601011,Bgy,,,,U,"80,621",,
1380200012,Manuyo Dos,137601012,Bgy,,,,U,"51,459",,
1380200013,Pamplona Dos,137601013,Bgy,,,,U,"11,443",,
1380200014,Pamplona Tres,137601014,Bgy,,,,U,"37,234",,
1380200015,Pilar,137601015,Bgy,,,,U,"31,420",,
1380200016,Pulang Lupa Dos,137601016,Bgy,,,,U,"32,788",,
1380200017,Talon Dos,137601017,Bgy,,,,U,"44,452",,
1380200018,Talon Tres,137601018,Bgy,,,,U,"33,192",,
1380200019,Talon Kuatro,137601019,Bgy,,,,U,"17,656",,
1380200020,Talon Singko,137601020,Bgy,,,,U,"42,013",,
1380300000,City of Makati,137602000,City,,HUC,1st,,"309,770",,
1380300001,Bangkal,137602001,Bgy,,,,U,"18,013",,
1380300002,Bel-Air,137602002,Bgy,,,,U,"39,354",,
1380300005,Carmona,137602005,Bgy,,,,U,"3,034",,
1380300006,Dasmariñas,137602006,Bgy,,,,U,"4,320",,
1380300008,Forbes Park,137602008,Bgy,,,,U,"4,183",,
1380300009,Guadalupe Nuevo,137602009,Bgy,,,,U,"21,596",,
1380300010,Guadalupe Viejo,137602010,Bgy,,,,U,"13,525",,
1380300011,Kasilawan,137602011,Bgy,,,,U,"5,007",,
1380300012,La Paz,137602012,Bgy,,,,U,"6,682",,
1380300013,Magallanes,137602013,Bgy,,,,U,"5,473",,
1380300014,Olympia,137602014,Bgy,,,,U,"19,035",,
1380300015,Palanan,137602015,Bgy,,,,U,"11,934",,
1380300017,Pinagkaisahan,137602017,Bgy,,,,U,"5,323",,
1380300018,Pio Del Pilar,137602018,Bgy,,,,U,"55,572",,
1380300020,Poblacion,137602020,Bgy,,,,U,"17,088",,
1380300023,San Antonio,137602023,Bgy,,,,U,"18,012",,
1380300024,San Isidro,137602024,Bgy,,,,U,"6,260",,
1380300025,San Lorenzo,137602025,Bgy,,,,U,"14,793",,
1380300026,Santa Cruz,137602026,Bgy,,,,U,"6,744",,
1380300027,Singkamas,137602027,Bgy,,,,U,"7,485",,
1380300029,Tejeros,137602029,Bgy,,,,U,"16,019",,
1380300030,Urdaneta,137602030,Bgy,,,,U,"4,720",,
1380300031,Valenzuela,137602031,Bgy,,,,U,"5,598",,
1380400000,City of Malabon,137502000,City,,HUC,1st,,"389,929",,
1380400001,Acacia,137502001,Bgy,,,,U,"4,965",,
1380400002,Baritan,137502002,Bgy,,,,U,"12,461",,
1380400003,Bayan-bayanan,137502003,Bgy,,,,U,"6,708",,
1380400004,Catmon,137502004,Bgy,,,,U,"45,841",,
1380400005,Concepcion,137502005,Bgy,,,,U,"13,098",,
1380400006,Dampalit,137502006,Bgy,,,,U,"13,710",,
1380400007,Flores,137502007,Bgy,,,,U,"3,977",,
1380400008,Hulong Duhat,137502008,Bgy,,,,U,"12,265",,
1380400009,Ibaba,137502009,Bgy,,,,U,"8,219",,
1380400010,Longos,137502010,Bgy,,,,U,"54,411",,
1380400011,Maysilo,137502011,Bgy,,,,U,"10,481",,
1380400012,Muzon,137502012,Bgy,,,,U,"6,127",,
1380400013,Niugan,137502013,Bgy,,,,U,"7,529",,
1380400014,Panghulo,137502014,Bgy,,,,U,"20,317",,
1380400015,Potrero,137502015,Bgy,,,,U,"43,411",,
1380400016,San Agustin,137502016,Bgy,,,,U,"10,993",,
1380400017,Santolan,137502017,Bgy,,,,U,"13,736",,
1380400018,Tañong ,137502018,Bgy,,,,U,"14,836",,Pob.
1380400019,Tinajeros,137502019,Bgy,,,,U,"18,677",,
1380400020,Tonsuya,137502020,Bgy,,,,U,"41,669",,
1380400021,Tugatog,137502021,Bgy,,,,U,"26,498",,
1380500000,City of Mandaluyong,137401000,City,,HUC,1st,,"465,902",,
1380500001,Addition Hills,137401001,Bgy,,,,U,"110,493",,
1380500002,Bagong Silang,137401002,Bgy,,,,U,"4,349",,
1380500003,Barangka Drive,137401003,Bgy,,,,U,"15,782",,
1380500004,Barangka Ibaba,137401004,Bgy,,,,U,"9,473",,
1380500005,Barangka Ilaya,137401005,Bgy,,,,U,"24,467",,
1380500006,Barangka Itaas,137401006,Bgy,,,,U,"11,354",,
1380500007,Burol,137401007,Bgy,,,,U,"2,543",,
1380500008,Buayang Bato,137401008,Bgy,,,,U,"5,086",,
1380500009,Daang Bakal,137401009,Bgy,,,,U,"4,648",,
1380500010,Hagdang Bato Itaas,137401010,Bgy,,,,U,"10,303",,
1380500011,Hagdang Bato Libis,137401011,Bgy,,,,U,"6,870",,
1380500012,Harapin Ang Bukas,137401012,Bgy,,,,U,"4,021",,
1380500013,Highway Hills,137401013,Bgy,,,,U,"49,455",,
1380500014,Hulo,137401014,Bgy,,,,U,"47,757",,
1380500015,Mabini-J. Rizal,137401015,Bgy,,,,U,"8,878",,
1380500016,Malamig,137401016,Bgy,,,,U,"14,489",,
1380500017,Mauway,137401017,Bgy,,,,U,"26,570",,
1380500018,Namayan,137401018,Bgy,,,,U,"8,185",,
1380500019,New Zañiga,137401019,Bgy,,,,U,"8,872",,
1380500020,Old Zañiga,137401020,Bgy,,,,U,"5,435",,
1380500021,Pag-asa,137401021,Bgy,,,,U,"4,493",,
1380500022,Plainview,137401022,Bgy,,,,U,"33,472",,
1380500023,Pleasant Hills,137401023,Bgy,,,,U,"6,097",,
1380500024,Poblacion,137401024,Bgy,,,,U,"16,407",,
1380500025,San Jose,137401025,Bgy,,,,U,"7,888",,
1380500026,Vergara,137401026,Bgy,,,,U,"4,740",,
1380500027,Wack-wack Greenhills,137401027,Bgy,,,,U,"13,775",,
1380600000,City of Manila,133900000,City,,HUC,1st,,"1,902,590",,
1380601000,Tondo I/II,133901000,SubMun,,,,,"637,942",,
1380601001,Barangay 1,133901001,Bgy,,,,U,"3,119",,
1380601002,Barangay 2,133901002,Bgy,,,,U,"1,666",,
1380601003,Barangay 3,133901003,Bgy,,,,U,"1,232",,
1380601004,Barangay 4,133901004,Bgy,,,,U,"1,717",,
1380601005,Barangay 5,133901005,Bgy,,,,U,"1,321",,
1380601006,Barangay 6,133901006,Bgy,,,,U,506,,
1380601007,Barangay 7,133901007,Bgy,,,,U,"1,566",,
1380601008,Barangay 8,133901008,Bgy,,,,U,301,,
1380601009,Barangay 9,133901009,Bgy,,,,U,453,,
1380601010,Barangay 10,133901010,Bgy,,,,U,161,,
1380601011,Barangay 11,133901011,Bgy,,,,U,"2,790",,
1380601012,Barangay 12,133901012,Bgy,,,,U,"1,723",,
1380601013,Barangay 13,133901013,Bgy,,,,U,"2,435",,
1380601014,Barangay 14,133901014,Bgy,,,,U,"2,479",,
1380601015,Barangay 15,133901015,Bgy,,,,U,"1,104",,
1380601016,Barangay 16,133901016,Bgy,,,,U,"1,371",,
1380601017,Barangay 17,133901017,Bgy,,,,U,973,,
1380601018,Barangay 18,133901018,Bgy,,,,U,"2,006",,
1380601019,Barangay 19,133901019,Bgy,,,,U,"2,260",,
1380601020,Barangay 20,133901020,Bgy,,,,U,"43,691",,
1380601025,Barangay 25,133901025,Bgy,,,,U,"3,000",,
1380601026,Barangay 26,133901026,Bgy,,,,U,"2,340",,
1380601028,Barangay 28,133901028,Bgy,,,,U,"2,515",,
1380601029,Barangay 29,133901029,Bgy,,,,U,"4,422",,
1380601030,Barangay 30,133901030,Bgy,,,,U,170,,
1380601031,Barangay 31,133901031,Bgy,,,,U,"3,101",,
1380601032,Barangay 32,133901032,Bgy,,,,U,"2,221",,
1380601033,Barangay 33,133901033,Bgy,,,,U,"4,343",,
1380601034,Barangay 34,133901034,Bgy,,,,U,"1,930",,
1380601035,Barangay 35,133901035,Bgy,,,,U,"2,289",,
1380601036,Barangay 36,133901036,Bgy,,,,U,"2,267",,
1380601037,Barangay 37,133901037,Bgy,,,,U,"2,456",,
1380601038,Barangay 38,133901038,Bgy,,,,U,"3,144",,
1380601039,Barangay 39,133901039,Bgy,,,,U,"2,498",,
1380601041,Barangay 41,133901041,Bgy,,,,U,"3,957",,
1380601042,Barangay 42,133901042,Bgy,,,,U,"2,196",,
1380601043,Barangay 43,133901043,Bgy,,,,U,"2,949",,
1380601044,Barangay 44,133901044,Bgy,,,,U,841,,
1380601045,Barangay 45,133901045,Bgy,,,,U,"2,312",,
1380601046,Barangay 46,133901046,Bgy,,,,U,"2,173",,
1380601047,Barangay 47,133901047,Bgy,,,,U,"1,677",,
1380601048,Barangay 48,133901048,Bgy,,,,U,"4,191",,
1380601049,Barangay 49,133901049,Bgy,,,,U,"2,184",,
1380601050,Barangay 50,133901050,Bgy,,,,U,"3,806",,
1380601051,Barangay 51,133901051,Bgy,,,,U,"2,614",,
1380601052,Barangay 52,133901052,Bgy,,,,U,"2,249",,
1380601053,Barangay 53,133901053,Bgy,,,,U,"3,218",,
1380601054,Barangay 54,133901054,Bgy,,,,U,"1,818",,
1380601055,Barangay 55,133901055,Bgy,,,,U,"2,427",,
1380601056,Barangay 56,133901056,Bgy,,,,U,"3,377",,
1380601057,Barangay 57,133901057,Bgy,,,,U,815,,
1380601058,Barangay 58,133901058,Bgy,,,,U,"4,088",,
1380601059,Barangay 59,133901059,Bgy,,,,U,"1,064",,
1380601060,Barangay 60,133901060,Bgy,,,,U,"3,800",,
1380601061,Barangay 61,133901061,Bgy,,,,U,"1,087",,
1380601062,Barangay 62,133901062,Bgy,,,,U,"1,877",,
1380601063,Barangay 63,133901063,Bgy,,,,U,"1,588",,
1380601064,Barangay 64,133901064,Bgy,,,,U,443,,
1380601065,Barangay 65,133901065,Bgy,,,,U,"1,721",,
1380601066,Barangay 66,133901066,Bgy,,,,U,"3,388",,
1380601067,Barangay 67,133901067,Bgy,,,,U,"3,641",,
1380601068,Barangay 68,133901068,Bgy,,,,U,966,,
1380601069,Barangay 69,133901069,Bgy,,,,U,"2,143",,
1380601070,Barangay 70,133901070,Bgy,,,,U,"2,405",,
1380601071,Barangay 71,133901071,Bgy,,,,U,"3,486",,
1380601072,Barangay 72,133901072,Bgy,,,,U,"3,743",,
1380601073,Barangay 73,133901073,Bgy,,,,U,"2,394",,
1380601074,Barangay 74,133901074,Bgy,,,,U,711,,
1380601075,Barangay 75,133901075,Bgy,,,,U,"1,631",,
1380601076,Barangay 76,133901076,Bgy,,,,U,"1,745",,
1380601077,Barangay 77,133901077,Bgy,,,,U,"1,346",,
1380601078,Barangay 78,133901078,Bgy,,,,U,844,,
1380601079,Barangay 79,133901079,Bgy,,,,U,"1,601",,
1380601080,Barangay 80,133901080,Bgy,,,,U,"2,566",,
1380601081,Barangay 81,133901081,Bgy,,,,U,"1,848",,
1380601082,Barangay 82,133901082,Bgy,,,,U,"2,662",,
1380601083,Barangay 83,133901083,Bgy,,,,U,"1,658",,
1380601084,Barangay 84,133901084,Bgy,,,,U,"1,176",,
1380601085,Barangay 85,133901085,Bgy,,,,U,"4,051",,
1380601086,Barangay 86,133901086,Bgy,,,,U,"1,662",,
1380601087,Barangay 87,133901087,Bgy,,,,U,"1,639",,
1380601088,Barangay 88,133901088,Bgy,,,,U,"1,052",,
1380601089,Barangay 89,133901089,Bgy,,,,U,728,,
1380601090,Barangay 90,133901090,Bgy,,,,U,645,,
1380601091,Barangay 91,133901091,Bgy,,,,U,"4,453",,
1380601092,Barangay 92,133901092,Bgy,,,,U,"2,519",,
1380601093,Barangay 93,133901093,Bgy,,,,U,"4,586",,
1380601094,Barangay 94,133901094,Bgy,,,,U,"2,117",,
1380601095,Barangay 95,133901095,Bgy,,,,U,"4,994",,
1380601096,Barangay 96,133901096,Bgy,,,,U,"2,230",,
1380601097,Barangay 97,133901097,Bgy,,,,U,"3,656",,
1380601098,Barangay 98,133901098,Bgy,,,,U,"1,877",,
1380601099,Barangay 99,133901099,Bgy,,,,U,"3,682",,
1380601100,Barangay 100,133901100,Bgy,,,,U,"2,340",,
1380601101,Barangay 101,133901101,Bgy,,,,U,"13,659",,
1380601102,Barangay 102,133901102,Bgy,,,,U,"4,616",,
1380601103,Barangay 103,133901103,Bgy,,,,U,"5,071",,
1380601104,Barangay 104,133901104,Bgy,,,,U,"5,801",,
1380601105,Barangay 105,133901105,Bgy,,,,U,"26,494",,
1380601106,Barangay 106,133901106,Bgy,,,,U,"2,716",,
1380601107,Barangay 107,133901107,Bgy,,,,U,"7,153",,
1380601108,Barangay 108,133901108,Bgy,,,,U,"5,114",,
1380601109,Barangay 109,133901109,Bgy,,,,U,"3,495",,
1380601110,Barangay 110,133901110,Bgy,,,,U,"2,431",,
1380601111,Barangay 111,133901111,Bgy,,,,U,"2,676",,
1380601112,Barangay 112,133901112,Bgy,,,,U,"5,840",,
1380601116,Barangay 116,133901116,Bgy,,,,U,"6,182",,
1380601117,Barangay 117,133901117,Bgy,,,,U,"4,262",,
1380601118,Barangay 118,133901118,Bgy,,,,U,"10,891",,
1380601119,Barangay 119,133901119,Bgy,,,,U,"1,877",,
1380601120,Barangay 120,133901120,Bgy,,,,U,"3,886",,
1380601121,Barangay 121,133901121,Bgy,,,,U,"4,097",,
1380601122,Barangay 122,133901122,Bgy,,,,U,"3,830",,
1380601123,Barangay 123,133901123,Bgy,,,,U,"8,879",,
1380601124,Barangay 124,133901124,Bgy,,,,U,307,,
1380601125,Barangay 125,133901125,Bgy,,,,U,"3,749",,
1380601126,Barangay 126,133901126,Bgy,,,,U,913,,
1380601127,Barangay 127,133901127,Bgy,,,,U,574,,
1380601128,Barangay 128,133901128,Bgy,,,,U,"22,298",,
1380601129,Barangay 129,133901129,Bgy,,,,U,"5,207",,
1380601130,Barangay 130,133901130,Bgy,,,,U,"1,398",,
1380601131,Barangay 131,133901131,Bgy,,,,U,"1,258",,
1380601132,Barangay 132,133901132,Bgy,,,,U,"1,151",,
1380601133,Barangay 133,133901133,Bgy,,,,U,"2,317",,
1380601134,Barangay 134,133901134,Bgy,,,,U,"1,104",,
1380601135,Barangay 135,133901135,Bgy,,,,U,"1,946",,
1380601136,Barangay 136,133901136,Bgy,,,,U,"1,302",,
1380601137,Barangay 137,133901137,Bgy,,,,U,"1,060",,
1380601138,Barangay 138,133901138,Bgy,,,,U,"3,217",,
1380601139,Barangay 139,133901139,Bgy,,,,U,440,,
1380601140,Barangay 140,133901140,Bgy,,,,U,568,,
1380601141,Barangay 141,133901141,Bgy,,,,U,553,,
