10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification (DOF DO No. 074.2024)","Urban / Rural
(based on 2020 CPH)", 2024 Population ,,Status
1403214007,Lower Lubo,143214007,Bgy,,,,R,668,,
1403214008,Upper Lubo,143214008,Bgy,,,,R,547,,
1403214009,Mabaca,143214009,Bgy,,,,R,"1,004",,
1403214010,Pangol,143214010,Bgy,,,,R,"1,092",,
1403214011,Poblacion,143214011,Bgy,,,,R,562,,
1403214013,Upper Taloctoc,143214013,Bgy,,,,R,468,,
1403214014,Anggacan Sur,143214014,Bgy,,,,R,309,,
1403214015,Dupligan,143214015,Bgy,,,,R,"2,191",,
1403214016,Lay-asan,143214016,Bgy,,,,R,941,,
1403214017,Mangali Centro,143214017,Bgy,,,,R,418,,
1403215000,Tinglayan,143215000,Mun,,,3rd,,"13,311",,
1403215001,Ambato Legleg,143215001,Bgy,,,,R,547,,
1403215003,Bangad Centro,143215003,Bgy,,,,R,668,,
1403215004,Basao,143215004,Bgy,,,,R,966,,
1403215006,Belong Manubal,143215006,Bgy,,,,R,499,,
1403215007,Butbut,143215007,Bgy,Butbut-Ngibat,,,R,645,,
1403215008,Bugnay,143215008,Bgy,,,,R,"1,277",,
1403215009,Buscalan,143215009,Bgy,Buscalan-Locong,,,R,898,,
1403215010,Dananao,143215010,Bgy,,,,R,636,,
1403215011,Loccong,143215011,Bgy,,,,R,581,,
1403215012,Luplupa,143215012,Bgy,,,,R,584,,
1403215013,Mallango,143215013,Bgy,,,,R,805,,
1403215014,Poblacion,143215014,Bgy,,,,R,980,,
1403215016,Sumadel 1,143215016,Bgy,,,,R,533,,
1403215017,Sumadel 2,143215017,Bgy,,,,R,458,,
1403215018,Tulgao East,143215018,Bgy,,,,R,572,,
1403215019,Tulgao West,143215019,Bgy,,,,R,473,,
1403215020,Upper Bangad,143215020,Bgy,,,,R,580,,
1403215021,Ngibat,143215021,Bgy,,,,R,326,,
1403215022,Old Tinglayan,143215022,Bgy,,,,R,287,,
1403215023,Lower Bangad,143215023,Bgy,,,,R,996,,
1404400000,Mountain Province,144400000,Prov,,,2nd,,"149,775",,
1404401000,Barlig,144401000,Mun,,,4th,,"4,363",,
1404401001,Chupac,144401001,Bgy,,,,R,437,,
1404401002,Fiangtin,144401002,Bgy,,,,R,485,,
1404401003,Kaleo,144401003,Bgy,,,,R,567,,
1404401005,Latang,144401005,Bgy,,,,R,376,,
1404401006,Lias Kanluran,144401006,Bgy,,,,R,285,,
1404401007,Lingoy,144401007,Bgy,,,,R,261,,
1404401008,Lunas,144401008,Bgy,,,,R,338,,
1404401009,Macalana,144401009,Bgy,,,,R,247,,
1404401010,Ogo-og,144401010,Bgy,,,,R,400,,
1404401011,Gawana ,144401011,Bgy,,,,R,601,,Pob.
1404401012,Lias Silangan,144401012,Bgy,,,,R,366,,
1404402000,Bauko,144402000,Mun,,,2nd,,"31,470",,
1404402001,Abatan,144402001,Bgy,,,,R,"1,052",,
1404402002,Bagnen Oriente,144402002,Bgy,,,,R,728,,
1404402003,Bagnen Proper,144402003,Bgy,,,,R,738,,
1404402004,Balintaugan,144402004,Bgy,,,,R,153,,
1404402005,Banao,144402005,Bgy,,,,R,"1,509",,
1404402006,Bila,144402006,Bgy,Bua,,,R,"1,158",,
1404402007,Guinzadan Central,144402007,Bgy,,,,R,"1,324",,
1404402008,Guinzadan Norte,144402008,Bgy,,,,R,996,,
1404402009,Guinzadan Sur,144402009,Bgy,,,,R,"1,579",,
1404402010,Lagawa,144402010,Bgy,,,,R,"1,140",,
1404402011,Leseb,144402011,Bgy,,,,R,"1,104",,
1404402012,Mabaay,144402012,Bgy,,,,R,"1,385",,
1404402013,Mayag,144402013,Bgy,,,,R,962,,
1404402014,Monamon Norte,144402014,Bgy,,,,R,"3,096",,
1404402015,Monamon Sur,144402015,Bgy,,,,R,"3,921",,
1404402016,Mount Data,144402016,Bgy,,,,R,685,,
1404402018,Otucan Norte,144402018,Bgy,,,,R,463,,
1404402019,Otucan Sur,144402019,Bgy,,,,R,"1,316",,
1404402020,Poblacion,144402020,Bgy,Bauko,,,R,"1,719",,
1404402021,Sadsadan,144402021,Bgy,,,,R,"3,022",,
1404402022,Sinto,144402022,Bgy,,,,R,955,,
1404402023,Tapapan,144402023,Bgy,,,,R,"2,465",,
1404403000,Besao,144403000,Mun,,,4th,,"6,315",,
1404403001,Agawa,144403001,Bgy,,,,R,332,,
1404403002,Ambaguio,144403002,Bgy,,,,R,189,,
1404403003,Banguitan,144403003,Bgy,,,,R,599,,
1404403004,Besao East,144403004,Bgy,Besao Proper,,,R,297,,
1404403005,Besao West,144403005,Bgy,,,,R,398,,
1404403006,Catengan,144403006,Bgy,,,,R,440,,
1404403007,Gueday,144403007,Bgy,,,,R,527,,
1404403009,Lacmaan,144403009,Bgy,,,,R,184,,
1404403010,Laylaya,144403010,Bgy,,,,R,760,,
1404403011,Padangan,144403011,Bgy,,,,R,413,,
1404403012,Payeo,144403012,Bgy,,,,R,403,,
1404403013,Suquib,144403013,Bgy,,,,R,311,,
1404403014,Tamboan,144403014,Bgy,,,,R,640,,
1404403015,Kin-iway ,144403015,Bgy,,,,R,822,,Pob.
1404404000,Bontoc ,144404000,Mun,,,1st,,"23,466",,Capital
1404404001,Alab Proper,144404001,Bgy,,,,R,858,,
1404404002,Alab Oriente,144404002,Bgy,,,,R,467,,
1404404003,Balili,144404003,Bgy,,,,R,464,,
1404404004,Bayyo,144404004,Bgy,,,,R,299,,
1404404005,Bontoc Ili,144404005,Bgy,,,,R,"4,921",,
1404404006,Caneo,144404006,Bgy,,,,R,666,,
1404404007,Dalican,144404007,Bgy,,,,R,999,,
1404404009,Gonogon,144404009,Bgy,,,,R,617,,
1404404010,Guinaang,144404010,Bgy,,,,R,"1,308",,
1404404011,Mainit,144404011,Bgy,,,,R,"1,269",,
1404404012,Maligcong,144404012,Bgy,,,,R,809,,
1404404013,Samoki,144404013,Bgy,,,,R,"3,112",,
1404404014,Talubin,144404014,Bgy,,,,R,"1,420",,
1404404015,Tocucan,144404015,Bgy,,,,R,"1,119",,
1404404016,Poblacion,144404016,Bgy,Bontoc,,,U,"2,430",,
1404404017,Caluttit,144404017,Bgy,,,,U,"2,708",,
1404405000,Natonin,144405000,Mun,,,3rd,,"8,906",,
1404405001,Alunogan,144405001,Bgy,,,,R,697,,
1404405002,Balangao,144405002,Bgy,,,,R,771,,
1404405003,Banao,144405003,Bgy,,,,R,252,,
1404405004,Banawal,144405004,Bgy,,,,R,"1,919",,
1404405005,Butac,144405005,Bgy,,,,R,545,,
1404405006,Maducayan,144405006,Bgy,,,,R,236,,
1404405007,Poblacion,144405007,Bgy,,,,R,"1,442",,
1404405008,Saliok,144405008,Bgy,,,,R,885,,
1404405009,Sta. Isabel,144405009,Bgy,,,,R,599,,
1404405010,Tonglayan,144405010,Bgy,,,,R,988,,
1404405011,Pudo,144405011,Bgy,,,,R,572,,
1404406000,Paracelis,144406000,Mun,,,1st,,"30,143",,
1404406001,Anonat,144406001,Bgy,,,,R,"2,585",,
1404406002,Bacarri,144406002,Bgy,,,,R,"3,144",,
1404406003,Bananao,144406003,Bgy,,,,R,"2,283",,
1404406004,Bantay,144406004,Bgy,,,,U,"4,967",,
1404406005,Butigue,144406005,Bgy,,,,R,"3,033",,
1404406006,Bunot,144406006,Bgy,,,,R,"1,975",,
1404406007,Buringal,144406007,Bgy,,,,R,"2,981",,
1404406008,Palitud,144406008,Bgy,,,,R,"2,716",,
1404406009,Poblacion,144406009,Bgy,,,,U,"6,459",,
1404407000,Sabangan,144407000,Mun,,,4th,,"8,556",,
1404407001,Bao-angan,144407001,Bgy,,,,R,363,,
1404407002,Bun-ayan,144407002,Bgy,,,,R,682,,
1404407003,Busa,144407003,Bgy,,,,R,349,,
1404407004,Camatagan,144407004,Bgy,,,,R,731,,
1404407005,Capinitan,144407005,Bgy,,,,R,622,,
1404407006,Data,144407006,Bgy,,,,R,695,,
1404407007,Gayang,144407007,Bgy,,,,R,382,,
1404407008,Lagan,144407008,Bgy,,,,R,422,,
1404407009,Losad,144407009,Bgy,,,,R,612,,
1404407010,Namatec,144407010,Bgy,,,,R,558,,
1404407011,Napua,144407011,Bgy,,,,R,764,,
1404407012,Pingad,144407012,Bgy,,,,R,289,,
1404407013,Poblacion,144407013,Bgy,,,,R,888,,
1404407014,Supang,144407014,Bgy,,,,R,607,,
1404407015,Tambingan,144407015,Bgy,,,,R,592,,
1404408000,Sadanga,144408000,Mun,,,5th,,"7,781",,
1404408001,Anabel,144408001,Bgy,,,,R,734,,
1404408002,Belwang,144408002,Bgy,,,,R,894,,
1404408003,Betwagan,144408003,Bgy,,,,R,"1,999",,
1404408004,Bekigan,144408004,Bgy,,,,R,537,,
1404408005,Poblacion,144408005,Bgy,,,,R,"1,377",,
1404408006,Sacasacan,144408006,Bgy,,,,R,645,,
1404408007,Saclit,144408007,Bgy,,,,R,871,,
1404408008,Demang,144408008,Bgy,,,,R,724,,
1404409000,Sagada,144409000,Mun,,,4th,,"10,702",,
1404409001,Aguid,144409001,Bgy,,,,R,559,,
1404409002,Tetepan Sur,144409002,Bgy,,,,R,266,,
1404409003,Ambasing,144409003,Bgy,,,,R,823,,
1404409004,Angkeling,144409004,Bgy,,,,R,976,,
1404409005,Antadao,144409005,Bgy,,,,R,354,,
1404409006,Balugan,144409006,Bgy,,,,R,909,,
1404409007,Bangaan,144409007,Bgy,,,,R,875,,
1404409008,Dagdag ,144409008,Bgy,,,,R,673,,Pob.
1404409009,Demang ,144409009,Bgy,,,,R,681,,Pob.
1404409010,Fidelisan,144409010,Bgy,,,,R,416,,
1404409011,Kilong,144409011,Bgy,,,,R,338,,
1404409012,Madongo,144409012,Bgy,,,,R,563,,
1404409014,Poblacion,144409014,Bgy,Patay,,,U,"1,335",,
1404409015,Pide,144409015,Bgy,,,,R,397,,
1404409017,Nacagang,144409017,Bgy,,,,R,217,,
1404409018,Suyo,144409018,Bgy,,,,R,430,,
1404409019,Taccong,144409019,Bgy,,,,R,336,,
1404409020,Tanulong,144409020,Bgy,,,,R,312,,
1404409022,Tetepan Norte,144409022,Bgy,,,,R,242,,
1404410000,Tadian,144410000,Mun,,,3rd,,"18,073",,
1404410002,Balaoa,144410002,Bgy,,,,R,"1,090",,
1404410003,Banaao,144410003,Bgy,,,,R,779,,
1404410004,Bantey,144410004,Bgy,,,,R,602,,
1404410005,Batayan,144410005,Bgy,,,,R,503,,
1404410006,Bunga,144410006,Bgy,,,,R,719,,
1404410007,Cadad-anan,144410007,Bgy,,,,R,"1,006",,
1404410008,Cagubatan,144410008,Bgy,,,,R,872,,
1404410009,Duagan,144410009,Bgy,,,,R,210,,
1404410010,Dacudac,144410010,Bgy,,,,R,"1,466",,
1404410011,Kayan East,144410011,Bgy,,,,R,723,,
1404410012,Lenga,144410012,Bgy,,,,R,634,,
1404410013,Lubon,144410013,Bgy,,,,R,"1,732",,
1404410014,Mabalite,144410014,Bgy,,,,R,462,,
1404410015,Masla,144410015,Bgy,,,,R,"1,181",,
1404410016,Pandayan,144410016,Bgy,,,,R,737,,
1404410017,Poblacion,144410017,Bgy,,,,R,"3,087",,
1404410018,Sumadel,144410018,Bgy,,,,R,691,,
1404410019,Tue,144410019,Bgy,,,,R,762,,
1404410020,Kayan West,144410020,Bgy,,,,R,817,,
1408100000,Apayao,148100000,Prov,,,2nd,,"126,587",,
1408101000,Calanasan,148101000,Mun,Bayag,,1st,,"12,176",,
1408101001,Butao,148101001,Bgy,,,,R,609,,
1408101002,Cadaclan,148101002,Bgy,,,,R,527,,
1408101003,Langnao,148101003,Bgy,,,,R,197,,
1408101004,Lubong,148101004,Bgy,,,,R,558,,
1408101005,Naguilian,148101005,Bgy,,,,R,339,,
1408101006,Namaltugan,148101006,Bgy,,,,R,860,,
1408101007,Poblacion,148101007,Bgy,,,,R,"2,302",,
1408101008,Sabangan,148101008,Bgy,,,,R,462,,
1408101009,Santa Filomena,148101009,Bgy,,,,R,841,,
1408101010,Tubongan,148101010,Bgy,,,,R,330,,
1408101011,Tanglagan,148101011,Bgy,,,,R,"2,153",,
1408101012,Tubang,148101012,Bgy,,,,R,451,,
1408101013,Don Roque Ablan Sr.,148101013,Bgy,,,,R,126,,
1408101014,Eleazar,148101014,Bgy,,,,R,149,,
1408101015,Eva Puzon,148101015,Bgy,,,,U,"1,059",,
1408101016,Kabugawan,148101016,Bgy,,,,R,540,,
1408101017,Macalino,148101017,Bgy,,,,R,390,,
1408101018,Santa Elena,148101018,Bgy,,,,R,283,,
1408102000,Conner,148102000,Mun,,,1st,,"28,360",,
1408102001,Allangigan,148102001,Bgy,,,,R,555,,
1408102002,Buluan,148102002,Bgy,,,,R,"1,593",,
1408102003,Caglayan,148102003,Bgy,New Pob.,,,R,"2,552",,
1408102004,Calafug,148102004,Bgy,,,,R,"1,035",,
1408102005,Cupis,148102005,Bgy,,,,R,534,,
1408102006,Daga,148102006,Bgy,,,,R,"1,421",,
1408102007,Guinamgaman,148102007,Bgy,,,,R,"1,017",,
1408102008,Karikitan,148102008,Bgy,,,,R,"1,829",,
1408102009,Katablangan,148102009,Bgy,,,,R,754,,
1408102010,Malama,148102010,Bgy,,,,R,"3,499",,
1408102011,Manag,148102011,Bgy,,,,R,"1,801",,
1408102012,Nabuangan,148102012,Bgy,,,,R,572,,
1408102013,Paddaoan,148102013,Bgy,,,,R,"1,947",,
1408102014,Puguin,148102014,Bgy,,,,R,816,,
1408102015,Ripang,148102015,Bgy,Old Pob.,,,R,"1,183",,
1408102016,Sacpil,148102016,Bgy,,,,R,"1,367",,
1408102017,Talifugo,148102017,Bgy,,,,R,"1,019",,
1408102018,Banban,148102018,Bgy,,,,R,"1,142",,
1408102019,Guinaang,148102019,Bgy,,,,R,"1,470",,
1408102020,Ili,148102020,Bgy,,,,R,"1,379",,
1408102021,Mawigue,148102021,Bgy,,,,R,875,,
1408103000,Flora,148103000,Mun,,,2nd,,"18,271",,
1408103001,Allig,148103001,Bgy,,,,R,"1,686",,
1408103002,Anninipan,148103002,Bgy,,,,R,980,,
1408103003,Atok,148103003,Bgy,,,,R,761,,
1408103004,Bagutong,148103004,Bgy,,,,R,"1,439",,
1408103005,Balasi,148103005,Bgy,,,,R,320,,
1408103006,Balluyan,148103006,Bgy,,,,R,"1,465",,
1408103008,Malayugan,148103008,Bgy,,,,R,"1,393",,
1408103009,Malubibit Norte,148103009,Bgy,,,,R,"1,009",,
1408103010,Poblacion East,148103010,Bgy,,,,R,"2,676",,
1408103011,Tamalunog,148103011,Bgy,,,,R,"1,003",,
1408103012,Mallig,148103012,Bgy,,,,R,779,,
1408103013,Malubibit Sur,148103013,Bgy,,,,R,511,,
1408103014,Poblacion West,148103014,Bgy,,,,R,"2,121",,
1408103015,San Jose,148103015,Bgy,,,,R,660,,
1408103016,Santa Maria,148103016,Bgy,,,,R,"1,010",,
1408103017,Upper Atok,148103017,Bgy,Coliman,,,R,458,,
1408104000,Kabugao ,148104000,Mun,,,1st,,"16,425",,Capital
1408104001,Badduat,148104001,Bgy,,,,R,"1,087",,
1408104002,Baliwanan,148104002,Bgy,,,,R,439,,
1408104004,Bulu,148104004,Bgy,,,,R,573,,
1408104005,Dagara,148104005,Bgy,,,,R,528,,
1408104006,Dibagat,148104006,Bgy,,,,R,701,,
1408104007,Cabetayan,148104007,Bgy,,,,R,622,,
1408104008,Karagawan,148104008,Bgy,,,,R,612,,
1408104009,Kumao,148104009,Bgy,,,,R,513,,
1408104010,Laco,148104010,Bgy,,,,R,487,,
1408104011,Lenneng,148104011,Bgy,Liyyeng,,,R,"2,709",,
1408104012,Lucab,148104012,Bgy,,,,R,652,,
1408104013,Luttuacan,148104013,Bgy,,,,R,"1,070",,
1408104014,Madatag,148104014,Bgy,,,,R,916,,
1408104015,Madduang,148104015,Bgy,,,,R,603,,
1408104016,Magabta,148104016,Bgy,,,,R,187,,
1408104017,Maragat,148104017,Bgy,,,,R,418,,
1408104018,Musimut,148104018,Bgy,,,,R,846,,
1408104019,Nagbabalayan,148104019,Bgy,,,,R,374,,
1408104020,Poblacion,148104020,Bgy,,,,R,"2,724",,
1408104021,Tuyangan,148104021,Bgy,,,,R,205,,
1408104022,Waga,148104022,Bgy,,,,R,159,,
1408105000,Luna,148105000,Mun,,,1st,,"21,630",,
1408105001,Bacsay,148105001,Bgy,,,,R,922,,
1408105002,Capagaypayan,148105002,Bgy,,,,R,561,,
1408105003,Dagupan,148105003,Bgy,,,,R,"2,773",,
1408105004,Lappa,148105004,Bgy,,,,R,815,,
1408105006,Marag,148105006,Bgy,,,,R,777,,
1408105007,Poblacion,148105007,Bgy,,,,R,"1,146",,
1408105008,Quirino,148105008,Bgy,,,,R,"1,390",,
1408105009,Salvacion,148105009,Bgy,,,,R,463,,
1408105010,San Francisco,148105010,Bgy,,,,R,"1,011",,
1408105011,San Isidro Norte,148105011,Bgy,,,,R,754,,
1408105012,San Sebastian,148105012,Bgy,,,,R,483,,
1408105013,Santa Lina,148105013,Bgy,,,,R,"1,271",,
1408105014,Tumog,148105014,Bgy,,,,R,"1,682",,
1408105015,Zumigui,148105015,Bgy,,,,R,752,,
1408105016,Cagandungan,148105016,Bgy,,,,R,839,,
1408105017,Calabigan,148105017,Bgy,,,,R,547,,
1408105018,Cangisitan,148105018,Bgy,,,,R,811,,
1408105019,Luyon,148105019,Bgy,,,,R,488,,
1408105020,San Gregorio,148105020,Bgy,,,,R,617,,
1408105021,San Isidro Sur,148105021,Bgy,,,,R,"1,732",,
1408105022,Shalom,148105022,Bgy,,,,R,758,,
1408105023,Turod,148105023,Bgy,,,,R,"1,038",,
1408106000,Pudtol,148106000,Mun,,,2nd,,"15,676",,
1408106001,Aga,148106001,Bgy,,,,R,349,,
1408106002,Alem,148106002,Bgy,,,,R,889,,
1408106006,Cabatacan,148106006,Bgy,,,,R,"1,827",,
1408106007,Cacalaggan,148106007,Bgy,,,,R,663,,
1408106009,Capannikian,148106009,Bgy,,,,R,"1,524",,
1408106010,Lower Maton,148106010,Bgy,,,,R,430,,
1408106012,Malibang,148106012,Bgy,,,,R,599,,
1408106014,Mataguisi,148106014,Bgy,,,,R,"1,135",,
1408106016,Poblacion,148106016,Bgy,,,,R,887,,
1408106017,San Antonio,148106017,Bgy,Pugo,,,R,43,,
1408106020,Swan,148106020,Bgy,,,,R,"1,879",,
1408106021,Upper Maton,148106021,Bgy,,,,R,385,,
1408106022,Amado,148106022,Bgy,,,,R,795,,
1408106023,Aurora,148106023,Bgy,,,,R,422,,
1408106024,Doña Loreta,148106024,Bgy,,,,R,993,,
1408106025,Emilia,148106025,Bgy,,,,R,556,,
1408106026,Imelda,148106026,Bgy,,,,R,600,,
1408106027,Lt. Balag,148106027,Bgy,,,,R,216,,
1408106028,Lydia,148106028,Bgy,,,,R,160,,
1408106029,San Jose,148106029,Bgy,,,,R,272,,
1408106030,San Luis,148106030,Bgy,,,,R,795,,
1408106031,San Mariano,148106031,Bgy,,,,R,257,,
1408107000,Santa Marcela,148107000,Mun,,,4th,,"14,049",,
1408107001,Barocboc,148107001,Bgy,,,,R,"1,524",,
1408107002,Consuelo,148107002,Bgy,,,,R,974,,
1408107003,Imelda,148107003,Bgy,Sipa Annex,,,R,982,,
1408107004,Malekkeg,148107004,Bgy,,,,R,"1,185",,
1408107005,Marcela ,148107005,Bgy,,,,R,"1,456",,Pob.
1408107006,Nueva,148107006,Bgy,,,,R,862,,
1408107007,Panay,148107007,Bgy,,,,R,"1,016",,
1408107008,San Antonio,148107008,Bgy,,,,R,877,,
1408107011,Sipa Proper,148107011,Bgy,,,,R,"1,148",,
1408107012,Emiliana,148107012,Bgy,,,,R,870,,
1408107013,San Carlos,148107013,Bgy,,,,R,"1,491",,
1408107014,San Juan,148107014,Bgy,,,,R,593,,
1408107015,San Mariano,148107015,Bgy,,,,R,"1,071",,
1430300000,City of Baguio,141102000,City,,HUC,1st,,"368,426",,
1430300001,Apugan-Loakan,141102001,Bgy,,,,U,"3,172",,
1430300002,Asin Road,141102002,Bgy,,,,U,"12,926",,
1430300003,Atok Trail,141102003,Bgy,,,,R,"1,934",,
1430300004,Bakakeng Central,141102004,Bgy,,,,U,"12,931",,
1430300005,Bakakeng North,141102005,Bgy,,,,U,"11,756",,
1430300006,Happy Hollow,141102006,Bgy,,,,R,"2,927",,
1430300007,Balsigan,141102007,Bgy,,,,R,"2,447",,
1430300008,Bayan Park West,141102008,Bgy,Bayan Park,,,R,"1,245",,
1430300010,Bayan Park East,141102010,Bgy,,,,R,"1,017",,
1430300011,Brookspoint,141102011,Bgy,,,,R,"2,152",,
1430300012,Brookside,141102012,Bgy,,,,R,"1,855",,
1430300013,Cabinet Hill-Teacher's Camp,141102013,Bgy,,,,U,"2,850",,
1430300016,Camp Allen,141102016,Bgy,,,,R,"2,573",,
1430300017,Camp 7,141102017,Bgy,,,,U,"12,597",,
1430300018,Camp 8,141102018,Bgy,,,,R,"2,761",,
1430300019,Campo Filipino,141102019,Bgy,,,,U,"1,388",,
1430300022,City Camp Central,141102022,Bgy,,,,R,"2,224",,
1430300023,City Camp Proper,141102023,Bgy,,,,R,"1,857",,
1430300025,Country Club Village,141102025,Bgy,,,,U,"1,751",,
1430300026,Cresencia Village,141102026,Bgy,,,,R,"1,632",,
1430300028,"Dagsian, Upper",141102028,Bgy,,,,R,708,,
1430300029,DPS Area,141102029,Bgy,,,,R,"1,030",,
1430300030,Dizon Subdivision,141102030,Bgy,,,,U,"1,558",,
1430300034,"Quirino Hill, East",141102034,Bgy,,,,R,"3,248",,
1430300035,Engineers' Hill,141102035,Bgy,,,,U,"1,584",,
1430300036,Fairview Village,141102036,Bgy,,,,U,"7,714",,
1430300037,Fort del Pilar,141102037,Bgy,,,,U,"3,744",,
1430300038,"General Luna, Upper",141102038,Bgy,,,,U,"1,385",,
1430300039,"General Luna, Lower",141102039,Bgy,,,,U,149,,
1430300040,Gibraltar,141102040,Bgy,,,,U,"7,781",,
1430300041,Greenwater Village,141102041,Bgy,,,,U,"1,398",,
1430300042,Guisad Central,141102042,Bgy,,,,U,"2,325",,
1430300043,Guisad Sorong,141102043,Bgy,,,,R,"1,662",,
1430300045,Hillside,141102045,Bgy,,,,R,"1,689",,
1430300046,Holy Ghost Extension,141102046,Bgy,,,,R,"2,951",,
1430300047,Holy Ghost Proper,141102047,Bgy,,,,U,"2,437",,
1430300049,Imelda Village,141102049,Bgy,,,,R,"2,017",,
1430300050,Irisan,141102050,Bgy,,,,U,"36,932",,
1430300051,Kayang Extension,141102051,Bgy,,,,U,994,,
1430300052,Kias,141102052,Bgy,,,,U,"6,544",,
1430300053,Kagitingan,141102053,Bgy,,,,U,400,,
1430300054,Loakan Proper,141102054,Bgy,,,,U,"12,154",,
1430300055,Lopez Jaena,141102055,Bgy,,,,R,"1,147",,
1430300056,Lourdes Subdivision Extension,141102056,Bgy,,,,R,"1,523",,
1430300058,"Dagsian, Lower",141102058,Bgy,,,,R,"1,568",,
1430300059,"Lourdes Subdivision, Lower",141102059,Bgy,,,,U,458,,
1430300061,"Quirino Hill, Lower",141102061,Bgy,,,,R,"2,026",,
1430300062,General Emilio F. Aguinaldo,141102062,Bgy,"Quirino-Magsaysay, Lower",,,R,"2,275",,
1430300063,Lualhati,141102063,Bgy,,,,U,"1,205",,
1430300064,Lucnab,141102064,Bgy,,,,R,"2,389",,
1430300065,"Magsaysay, Lower",141102065,Bgy,,,,U,"1,216",,
1430300066,Magsaysay Private Road,141102066,Bgy,,,,U,"1,336",,
1430300067,Aurora Hill Proper,141102067,Bgy,Malvar-Sgt. Floresca,,,R,951,,
1430300068,Bal-Marcoville,141102068,Bgy,Marcoville,,,U,581,,
1430300069,"Quirino Hill, Middle",141102069,Bgy,,,,R,"2,747",,
1430300071,Military Cut-off,141102071,Bgy,,,,U,"1,266",,
1430300072,Mines View Park,141102072,Bgy,,,,U,"1,694",,
1430300074,"Modern Site, East",141102074,Bgy,,,,U,"2,505",,
1430300075,"Modern Site, West",141102075,Bgy,,,,R,"1,415",,
1430300076,New Lucban,141102076,Bgy,,,,R,"2,291",,
1430300078,"Aurora Hill, North Central",141102078,Bgy,,,,R,408,,
1430300079,"Sanitary Camp, North",141102079,Bgy,,,,R,"2,597",,
1430300081,Outlook Drive,141102081,Bgy,,,,U,"2,247",,
1430300082,Pacdal,141102082,Bgy,,,,U,"7,308",,
1430300086,Pinget,141102086,Bgy,,,,U,"7,422",,
1430300087,Pinsao Pilot Project,141102087,Bgy,,,,R,"4,264",,
1430300088,Pinsao Proper,141102088,Bgy,,,,U,"8,822",,
1430300089,Poliwes,141102089,Bgy,,,,R,"2,954",,
1430300090,Pucsusan,141102090,Bgy,,,,R,737,,
1430300091,MRR-Queen Of Peace,141102091,Bgy,,,,R,"1,691",,
1430300092,"Rock Quarry, Lower",141102092,Bgy,,,,R,"1,786",,
1430300094,Salud Mitra,141102094,Bgy,,,,U,"1,460",,
1430300096,San Antonio Village,141102096,Bgy,,,,R,"1,174",,
1430300097,San Luis Village,141102097,Bgy,,,,U,"8,935",,
1430300098,San Roque Village,141102098,Bgy,,,,R,760,,
1430300099,San Vicente,141102099,Bgy,,,,U,"5,654",,
1430300100,Santa Escolastica,141102100,Bgy,,,,R,"1,755",,
1430300101,Santo Rosario,141102101,Bgy,,,,R,"1,763",,
1430300102,Santo Tomas School Area,141102102,Bgy,,,,R,"1,345",,
1430300103,Santo Tomas Proper,141102103,Bgy,,,,U,"7,136",,
1430300105,Scout Barrio,141102105,Bgy,,,,U,"1,263",,
1430300106,Session Road Area,141102106,Bgy,,,,U,100,,
1430300107,Slaughter House Area,141102107,Bgy,Santo Niño Slaughter,,,R,"1,875",,
1430300109,"Sanitary Camp, South",141102109,Bgy,,,,R,"2,144",,
1430300110,Saint Joseph Village,141102110,Bgy,,,,U,"4,301",,
1430300111,Teodora Alonzo,141102111,Bgy,,,,U,"1,257",,
1430300112,Trancoville,141102112,Bgy,,,,U,"3,161",,
1430300114,"Rock Quarry, Upper",141102114,Bgy,,,,R,"1,644",,
1430300115,Victoria Village,141102115,Bgy,,,,R,"2,381",,
1430300116,"Quirino Hill, West",141102116,Bgy,,,,R,"1,667",,
1430300117,Andres Bonifacio,141102117,Bgy,Lower Bokawkan,,,U,949,,
1430300119,Legarda-Burnham-Kisad,141102119,Bgy,,,,U,664,,
1430300120,Imelda R. Marcos,141102120,Bgy,La Salle,,,U,767,,
1430300122,"Lourdes Subdivision, Proper",141102122,Bgy,,,,R,747,,
1430300124,"Quirino-Magsaysay, Upper",141102124,Bgy,Upper QM,,,R,"2,953",,
1430300125,A. Bonifacio-Caguioa-Rimando,141102125,Bgy,ABCR,,,U,777,,
1430300126,Ambiong,141102126,Bgy,,,,R,"3,102",,
1430300128,"Aurora Hill, South Central",141102128,Bgy,,,,R,969,,
1430300129,Abanao-Zandueta-Kayong-Chugum-Otek,141102129,Bgy,AZKCO,,,U,884,,
1430300130,Bagong Lipunan,141102130,Bgy,Market Area,,,U, -   ,,
1430300131,BGH Compound,141102131,Bgy,,,,R,"1,836",,
1430300132,Bayan Park Village,141102132,Bgy,,,,R,680,,
1430300133,Camdas Subdivision,141102133,Bgy,,,,U,"1,805",,
1430300134,Palma-Urbano,141102134,Bgy,Cariño-Palma,,,U,"1,137",,
1430300135,Dominican Hill-Mirador,141102135,Bgy,,,,R,"5,143",,
1430300136,Alfonso Tabora,141102136,Bgy,,,,R,"1,588",,
1430300137,Dontogan,141102137,Bgy,,,,U,"6,355",,
1430300138,Ferdinand,141102138,Bgy,Happy Homes-Campo Sioco,,,R,"2,125",,
1430300139,Happy Homes,141102139,Bgy,Happy Homes-Lucban,,,U,"1,493",,
